Date,Temperature
2020-01-01,24.845674826882124
2020-01-02,24.713711270419058
2020-01-03,24.536559503728714
2020-01-04,24.31135087446735
2020-01-05,24.24540516246451
2020-01-06,24.132931241122183
2020-01-07,24.116806862571046
2020-01-08,24.177217795632124
2020-01-09,24.20764936967332
2020-01-10,24.380234596946046
2020-01-11,24.3631003639915
2020-01-12,24.28066961115059
2020-01-13,24.392122580788374
2020-01-14,24.280184104225874
2020-01-15,24.130057040127863
2020-01-16,24.10218061967332
2020-01-17,24.281526877663374
2020-01-18,24.34015946821735
2020-01-19,24.15985884232957
2020-01-20,24.238605291193206
2020-01-21,24.44076482599434
2020-01-22,24.405394952947464
2020-01-23,24.308041104403433
2020-01-24,24.262689208984398
2020-01-25,24.201623535156273
2020-01-26,24.186997292258546
2020-01-27,24.37039683948866
2020-01-28,24.41171209161934
2020-01-29,24.44431041370741
2020-01-30,24.393465354225874
2020-01-31,24.359013782848034
2020-02-01,24.660893665660534
2020-02-02,24.690268221768488
2020-02-03,24.83946588689633
2020-02-04,24.632953435724456
2020-02-05,24.791625421697464
2020-02-06,24.762037242542636
2020-02-07,24.804578746448886
2020-02-08,24.57434858842332
2020-02-09,24.778469571200308
2020-02-10,24.72279441139917
2020-02-11,24.895404607599456
2020-02-12,24.82654585404832
2020-02-13,24.701681795987238
2020-02-14,24.64003073952417
2020-02-15,24.729341819069624
2020-02-16,24.804706365411956
2020-02-17,24.980429354580988
2020-02-18,24.97547163529832
2020-02-19,25.00251020951707
2020-02-20,24.72952215021309
2020-02-21,24.770926180752863
2020-02-22,25.053610506924738
2020-02-23,25.35852827592332
2020-02-24,25.213680752840933
2020-02-25,25.186298162286956
2020-02-26,24.992517089843773
2020-02-27,25.149441250887808
2020-02-28,25.045712002840933
2020-02-29,24.731795247395855
2020-03-01,24.85865034623582
2020-03-02,25.126952570134964
2020-03-03,25.14123757102275
2020-03-04,24.98303444602275
2020-03-05,25.061306485262808
2020-03-06,24.97305797230116
2020-03-07,24.844712136008546
2020-03-08,25.005084783380706
2020-03-09,25.087781871448886
2020-03-10,25.34236228249292
2020-03-11,25.695325816761386
2020-03-12,25.8588972611861
2020-03-13,25.759487637606558
2020-03-14,25.54655262340201
2020-03-15,25.48054032759235
2020-03-16,25.459397194602296
2020-03-17,25.496881103515648
2020-03-18,25.55742242986508
2020-03-19,25.414469770951726
2020-03-20,25.484341153231558
2020-03-21,25.704547674005706
2020-03-22,25.676640735973034
2020-03-23,25.46818348277701
2020-03-24,25.520989990234398
2020-03-25,25.780458762429
2020-03-26,26.133075506036956
2020-03-27,26.20743297230116
2020-03-28,26.22043346058241
2020-03-29,26.094928533380706
2020-03-30,26.068569668856558
2020-03-31,26.15589988014917
2020-04-01,26.305419367009964
2020-04-02,26.496179199218773
2020-04-03,26.656793212890648
2020-04-04,26.57323053533383
2020-04-05,26.539738880504284
2020-04-06,26.329458895596613
2020-04-07,26.452852561257124
2020-04-08,26.599764182350874
2020-04-09,26.769258811257124
2020-04-10,26.523780961470194
2020-04-11,26.51855690696025
2020-04-12,26.5543318314986
2020-04-13,26.48472401012076
2020-04-14,26.539392089843773
2020-04-15,26.722042569247183
2020-04-16,26.724417391690363
2020-04-17,26.721379505504284
2020-04-18,26.443419855291214
2020-04-19,26.642660799893488
2020-04-20,26.79011064009235
2020-04-21,26.97055553089491
2020-04-22,27.012916703657694
2020-04-23,27.17853837446735
2020-04-24,27.13764204545457
2020-04-25,27.119534024325308
2020-04-26,26.989187899502863
2020-04-27,27.05873191139917
2020-04-28,27.25873856977985
2020-04-29,27.49109663529832
2020-04-30,27.213500421697464
2020-05-01,27.107435191761386
2020-05-02,27.092867209694624
2020-05-03,27.185574063387808
2020-05-04,27.115869140625023
2020-05-05,27.143212890625023
2020-05-06,27.081650612571046
2020-05-07,27.0280867143111
2020-05-08,26.983603182705988
2020-05-09,27.02658025568184
2020-05-10,27.18862859552559
2020-05-11,26.91356256658383
2020-05-12,26.966210937500023
2020-05-13,27.019206099076726
2020-05-14,26.9546003861861
2020-05-15,26.813265158913374
2020-05-16,26.679587069424738
2020-05-17,26.712806840376444
2020-05-18,26.722741699218773
2020-05-19,26.769808127663374
2020-05-20,26.800786243785534
2020-05-21,26.455443781072464
2020-05-22,26.006177867542636
2020-05-23,26.103820245916214
2020-05-24,26.30322487571025
2020-05-25,26.458326305042636
2020-05-26,26.411667702414796
2020-05-27,25.981023060191784
2020-05-28,26.023248291015648
2020-05-29,26.0930808327415
2020-05-30,26.065162797407694
2020-05-31,25.985192871093773
2020-06-01,26.134878817471613
2020-06-02,26.36426003196025
2020-06-03,26.403525057705988
2020-06-04,26.294954612038374
2020-06-05,26.33203346946025
2020-06-06,26.33250787908383
2020-06-07,26.59903453480116
2020-06-08,26.445028963955988
2020-06-09,26.467617520419058
2020-06-10,26.073782626065363
2020-06-11,25.702511319247183
2020-06-12,25.61366355202417
2020-06-13,25.666395152698886
2020-06-14,25.757356955788374
2020-06-15,25.724117764559683
2020-06-16,25.472225674715933
2020-06-17,25.809958163174738
2020-06-18,25.953945645419058
2020-06-19,25.97383200905542
2020-06-20,26.127418656782694
2020-06-21,26.096368408203148
2020-06-22,25.94120594371451
2020-06-23,26.139914217862238
2020-06-24,26.123434725674738
2020-06-25,26.152981289950308
2020-06-26,25.799537797407694
2020-06-27,25.566308593750023
2020-06-28,25.92939841530542
2020-06-29,25.924745871804
2020-06-30,26.136249334161956
2020-07-01,25.842739590731558
2020-07-02,25.78050592595883
2020-07-03,25.59529196999292
2020-07-04,25.818902587890648
2020-07-05,25.8507185502486
2020-07-06,25.857887406782694
2020-07-07,25.804115434126444
2020-07-08,25.857820822975874
2020-07-09,25.731838711825308
2020-07-10,25.803358043323886
2020-07-11,25.61154674183241
2020-07-12,25.529268576882124
2020-07-13,25.418409312855136
2020-07-14,25.65717329545457
2020-07-15,25.75144764293326
2020-07-16,25.962074418501444
2020-07-17,25.96640514026991
2020-07-18,25.829622580788374
2020-07-19,25.763962624289796
2020-07-20,26.027384810014226
2020-07-21,26.17350574840201
2020-07-22,26.188034889914796
2020-07-23,25.763208007812523
2020-07-24,26.258993807705988
2020-07-25,26.41960504705258
2020-07-26,26.10880848277701
2020-07-27,26.06253551136366
2020-07-28,25.87256081321025
2020-07-29,25.620360773259964
2020-07-30,25.6023054643111
2020-07-31,26.002238325639226
2020-08-01,26.02072642933241
2020-08-02,25.969243275035534
2020-08-03,26.035821533203148
2020-08-04,26.024846302379284
2020-08-05,26.074992231889226
2020-08-06,26.233117675781273
2020-08-07,26.070866810191784
2020-08-08,26.12954656427559
2020-08-09,26.046438876065363
2020-08-10,26.02924360795457
2020-08-11,25.825175337357976
2020-08-12,25.98285966352985
2020-08-13,25.779229736328148
2020-08-14,25.578390780362238
2020-08-15,25.632559481534113
2020-08-16,25.395074462890648
2020-08-17,25.599065052379284
2020-08-18,25.97892567027701
2020-08-19,25.960076904296898
2020-08-20,25.801019287109398
2020-08-21,25.68851207386366
2020-08-22,25.73027399236508
2020-08-23,25.876123046875023
2020-08-24,25.98481278852985
2020-08-25,25.948138982599456
2020-08-26,25.952783203125023
2020-08-27,25.920198752663374
2020-08-28,25.92897116921167
2020-08-29,25.677822598544058
2020-08-30,25.863766202059683
2020-08-31,25.696160888671898
2020-09-01,25.969279341264226
2020-09-02,25.903341952237238
2020-09-03,25.71519830877133
2020-09-04,25.79752086292616
2020-09-05,25.33362593217332
2020-09-06,25.415707120028433
2020-09-07,25.74557439630684
2020-09-08,25.688758988813944
2020-09-09,25.73070123845883
2020-09-10,25.92273171164775
2020-09-11,25.945092773437523
2020-09-12,25.840578391335256
2020-09-13,25.935804332386386
2020-09-14,25.934794477982976
2020-09-15,25.894799804687523
2020-09-16,25.758999356356558
2020-09-17,25.90027632279832
2020-09-18,25.884376664595194
2020-09-19,25.65077292702417
2020-09-20,25.629116543856558
2020-09-21,25.81462457830258
2020-09-22,25.624144952947464
2020-09-23,25.43647294477985
2020-09-24,25.4448347611861
2020-09-25,25.559073153409113
2020-09-26,25.472167413884964
2020-09-27,25.646761252663374
2020-09-28,25.674582186612238
2020-09-29,25.71683238636366
2020-09-30,25.924804132634964
2020-10-01,25.727882523970194
2020-10-02,25.53328025124292
2020-10-03,25.64237781871451
2020-10-04,25.614662309126444
2020-10-05,25.499167147549738
2020-10-06,25.44313132546167
2020-10-07,25.611801979758546
2020-10-08,25.60798728249292
2020-10-09,25.512592107599456
2020-10-10,25.328415749289796
2020-10-11,25.496994850852296
2020-10-12,25.432583340731558
2020-10-13,25.364298872514226
2020-10-14,25.12948552911934
2020-10-15,25.087976074218773
2020-10-16,25.147324440696046
2020-10-17,25.180316716974456
2020-10-18,25.217575905539796
2020-10-19,25.344773171164796
2020-10-20,25.2931013627486
2020-10-21,24.95134332830258
2020-10-22,25.21272361061792
2020-10-23,25.444476873224456
2020-10-24,25.47974409623582
2020-10-25,25.33601462624292
2020-10-26,25.104436146129284
2020-10-27,25.04828657670457
2020-10-28,25.4290876908736
2020-10-29,25.400018310546898
2020-10-30,25.310690585049738
2020-10-31,24.941541637073886
2020-11-01,25.110226162997183
2020-11-02,25.084649658203148
2020-11-03,24.944959605823886
2020-11-04,24.855079789595194
2020-11-05,24.95783524946735
2020-11-06,25.077222789417636
2020-11-07,25.015280428799738
2020-11-08,24.983234197443206
2020-11-09,24.95712779651991
2020-11-10,24.952575128728714
2020-11-11,24.979694158380706
2020-11-12,24.99974420720883
2020-11-13,25.103243186257124
2020-11-14,24.793015358664796
2020-11-15,24.744134521484398
2020-11-16,24.80430963689633
2020-11-17,24.907373046875023
2020-11-18,24.921855024857976
2020-11-19,24.797465376420476
2020-11-20,24.625928844105136
2020-11-21,24.60701071999292
2020-11-22,24.60407548384235
2020-11-23,24.64633678089491
2020-11-24,24.543645130504284
2020-11-25,24.680499822443206
2020-11-26,24.73552301580258
2020-11-27,25.00993152965201
2020-11-28,24.823419189453148
2020-11-29,24.60293523615059
2020-11-30,24.480210182883546
2020-12-01,24.561467396129284
2020-12-02,24.617960981889226
2020-12-03,24.576637406782694
2020-12-04,24.856064675071046
2020-12-05,24.790105091441784
2020-12-06,24.63382457386366
2020-12-07,24.453951194069624
2020-12-08,24.288473788174738
2020-12-09,24.38398271040485
2020-12-10,24.21940973455258
2020-12-11,24.105446000532694
2020-12-12,24.136557284268488
2020-12-13,24.367211914062523
2020-12-14,24.219662198153433
2020-12-15,24.294743763316784
2020-12-16,24.257309792258546
2020-12-17,24.365627774325308
2020-12-18,24.41129039417616
2020-12-19,24.48365034623582
2020-12-20,24.443894264914796
2020-12-21,24.499455677379284
2020-12-22,24.323552357066784
2020-12-23,24.497624622691784
2020-12-24,24.54727672230116
2020-12-25,24.493909801136386
2020-12-26,24.335026966441784
2020-12-27,24.399740878018488
2020-12-28,24.37521306818184
2020-12-29,24.71589189009235
2020-12-30,24.71948464133525
2020-12-31,24.75033513849434
